"name"	"formals"	"inherited_from_0_4"
"plot_model_evidence_gg"	"x=<MISSING>"	TRUE
"plot_model_weights"	"x=<MISSING>"	TRUE
"plot_posterior_areas"	"x=<MISSING>; variables=NULL; regex=NULL; prob=0.5; prob_outer=0.95"	TRUE
"plot_posterior_correlations"	"x=<MISSING>; variables=NULL; regex=NULL; method=c(""pearson"", ""spearman"")"	TRUE
"plot_posterior_density"	"x=<MISSING>; variables=NULL; regex=NULL"	TRUE
"plot_posterior_intervals"	"x=<MISSING>; variables=NULL; regex=NULL; prob=0.8; prob_outer=0.95"	TRUE
"plot_posterior_pairs"	"fit=<MISSING>; variables=NULL; regex=""^b_""; max_variables=8L"	TRUE
"plot_powerscale_sensitivity_gg"	"x=<MISSING>"	TRUE
"plot_ppc_statistic"	"x=<MISSING>; bins=30L"	TRUE
"plot_prediction_contrast_profile"	"x=<MISSING>"	TRUE
"plot_prediction_draws"	"x=<MISSING>; observations=NULL; max_draws=500L"	TRUE
"plot_prediction_gradient"	"x=<MISSING>"	TRUE
"plot_prediction_interval_width"	"x=<MISSING>"	TRUE
"plot_prediction_intervals"	"x=<MISSING>; max_rows=100L"	TRUE
"plot_prediction_profile"	"x=<MISSING>"	TRUE
"plot_prediction_rank_probabilities"	"x=<MISSING>"	TRUE
"plot_prediction_score_uncertainty"	"x=<MISSING>"	TRUE
"plot_prediction_support"	"x=<MISSING>"	TRUE
"plot_prediction_surface"	"x=<MISSING>"	TRUE
"plot_prediction_surface_uncertainty"	"x=<MISSING>"	TRUE
"plot_predictive_atlas_statistics"	"x=<MISSING>"	TRUE
"plot_predictive_coverage"	"x=<MISSING>"	TRUE
"plot_predictive_quantile_envelope"	"x=<MISSING>"	TRUE
"plot_predictive_residuals"	"x=<MISSING>"	TRUE
"plot_prior_posterior_contraction"	"x=<MISSING>"	TRUE
"plot_prior_posterior_density"	"x=<MISSING>; max_draws=1000L"	TRUE
"plot_prior_posterior_intervals"	"x=<MISSING>"	TRUE
"plot_prior_posterior_shift"	"x=<MISSING>"	TRUE
"plot_prior_sensitivity"	"x=<MISSING>"	TRUE
"plot_prior_sensitivity_scenarios"	"x=<MISSING>"	TRUE
"plot_pupil_autocorrelation_comparison"	"x=<MISSING>; absolute=TRUE; ...=<MISSING>"	FALSE
"plot_pupil_dynamic_contrast"	"x=<MISSING>; ...=<MISSING>"	FALSE
"plot_pupil_estimand"	"x=<MISSING>"	TRUE
"plot_pupil_gp_hyperparameters"	"x=<MISSING>; ...=<MISSING>"	FALSE
"plot_pupil_identifiability_audit"	"x=<MISSING>; ...=<MISSING>"	FALSE
"plot_pupil_lfo"	"x=<MISSING>; ...=<MISSING>"	FALSE
"plot_pupil_measurement_audit"	"x=<MISSING>"	TRUE
"plot_pupil_measurement_uncertainty"	"x=<MISSING>; ...=<MISSING>"	FALSE
"plot_pupil_missingness"	"x=<MISSING>; ...=<MISSING>"	FALSE
"plot_pupil_model_comparison"	"x=<MISSING>; ...=<MISSING>"	FALSE
"plot_pupil_model_complexity"	"x=<MISSING>; ...=<MISSING>"	FALSE
"plot_pupil_observed_trajectory"	"x=<MISSING>; summary=TRUE"	TRUE
"plot_pupil_posterior_trajectory"	"x=<MISSING>"	TRUE
"plot_pupil_ppc"	"x=<MISSING>; component=c(""trajectory"", ""residuals"", ""features"", ""autocorrelation"", ""heterogeneity"", ""measurement_context"")"	TRUE
"plot_pupil_predictive_calibration"	"x=<MISSING>; ...=<MISSING>"	FALSE
"plot_pupil_readiness"	"x=<MISSING>"	TRUE
"plot_pupil_residual_acf"	"x=<MISSING>"	TRUE
"plot_pupil_residual_scale"	"x=<MISSING>; ...=<MISSING>"	FALSE
"plot_pupil_residual_spectrum"	"x=<MISSING>; ...=<MISSING>"	FALSE
"plot_pupil_response_parameters"	"x=<MISSING>; ...=<MISSING>"	FALSE
"plot_pupil_sensitivity"	"x=<MISSING>"	TRUE
"plot_pupil_temporal_dependence"	"x=<MISSING>; ...=<MISSING>"	FALSE
"plot_pupil_trajectory_derivative"	"x=<MISSING>; probability=x$probability; ...=<MISSING>"	FALSE
"plot_pupil_validation"	"x=<MISSING>"	TRUE
"plot_random_intercept_variance_partition"	"x=<MISSING>"	TRUE
"plot_random_slope_sensitivity"	"x=<MISSING>"	TRUE
"plot_rank_diagnostics"	"fit=<MISSING>; variables=NULL; regex=""^b_"""	TRUE
"plot_recovery_bias"	"x=<MISSING>"	TRUE
"plot_recovery_coverage"	"x=<MISSING>"	TRUE
"plot_recovery_estimates"	"x=<MISSING>; variables=NULL"	TRUE
"plot_recovery_fit_status"	"x=<MISSING>"	TRUE
"plot_recovery_rmse"	"x=<MISSING>"	TRUE
"plot_reporting_checklist"	"x=<MISSING>"	TRUE
"plot_sampler_diagnostics"	"fit=<MISSING>"	TRUE
"plot_sampling_diagnostics"	"fit=<MISSING>; type=c(""trace"", ""energy"", ""treedepth"", ""divergence""); variables=NULL"	TRUE
"plot_sbc_coverage_gg"	"x=<MISSING>; variables=NULL; ...=<MISSING>"	TRUE
"plot_sbc_ecdf_gg"	"x=<MISSING>; variables=NULL; ...=<MISSING>"	TRUE
"plot_sbc_rank_gg"	"x=<MISSING>; variables=NULL; ...=<MISSING>"	TRUE
"plot_sbc_simulated_vs_estimated_gg"	"x=<MISSING>; variables=NULL; ...=<MISSING>"	TRUE
"plot_schema_comparison_gg"	"x=<MISSING>"	TRUE
"plot_sensitivity_suite_gg"	"x=<MISSING>"	TRUE
"plot_uncertainty_decomposition"	"x=<MISSING>; max_rows=100L"	TRUE
"plot_variance_components"	"x=<MISSING>"	TRUE
"posterior_correlation_table"	"x=<MISSING>; variables=NULL; regex=NULL; method=c(""pearson"", ""spearman"")"	TRUE
"posterior_interval_table"	"x=<MISSING>; variables=NULL; regex=NULL; probs=c(0.025, 0.5, 0.975)"	TRUE
"posterior_predictive_statistic"	"x=<MISSING>; statistic=c(""mean"", ""sd"", ""median"", ""q90"", ""q95"", ""max"", ""tail_rate""); threshold=NULL"	TRUE
"posterior_predictive_summary_table"	"x=<MISSING>; probs=c(0.025, 0.5, 0.975)"	TRUE
"posterior_probability_table"	"x=<MISSING>; variables=NULL; regex=NULL; rope=NULL"	TRUE
"powerscale_sensitivity_table"	"x=<MISSING>"	TRUE
"powerscale_sequence_for_fit"	"fit=<MISSING>; variable=NULL; prior_selection=NULL; likelihood_selection=NULL; component=""both"""	TRUE
"ppc_statistic_table"	"x=<MISSING>"	TRUE
"predict_advanced_pupil_trajectory"	"fit=<MISSING>; newdata=NULL; type=c(""expected"", ""posterior_predictive"", ""linear""); ndraws=500L; population_only=TRUE; allow_new_levels=FALSE; max_grid=5000L"	FALSE
"predict_binary_probability"	"fit=<MISSING>; newdata=NULL; include_group_effects=FALSE; allow_new_levels=FALSE; ndraws=NULL; probs=c(0.025, 0.5, 0.975)"	TRUE
"predict_duration"	"fit=<MISSING>; newdata=NULL; type=c(""median"", ""expected"", ""predictive""); include_group_effects=FALSE; allow_new_levels=FALSE; ndraws=NULL; probs=c(0.025, 0.5, 0.975); seed=1L"	TRUE
"predict_model"	"fit=<MISSING>; newdata=NULL; type=c(""expected"", ""predictive"", ""linear"", ""median""); include_group_effects=FALSE; allow_new_levels=FALSE; ndraws=NULL; probs=c(0.025, 0.5, 0.975); seed=1L"	TRUE
"predict_pupil_trajectory"	"fit=<MISSING>; newdata=NULL; type=c(""expected"", ""posterior_predictive"", ""linear""); ndraws=500L; population_only=TRUE; allow_new_levels=FALSE; max_grid=5000L; max_cells=5000000L"	TRUE
"prediction_contrast"	"x=<MISSING>; row1=<MISSING>; row2=<MISSING>; measure=c(""difference"", ""ratio"", ""odds_ratio""); probs=c(0.025, 0.5, 0.975)"	TRUE
"prediction_contrast_profile_table"	"x=<MISSING>"	TRUE
"prediction_draws_long"	"x=<MISSING>; max_draws=NULL; seed=1L"	TRUE
"prediction_exceedance_probability"	"x=<MISSING>; threshold=<MISSING>; direction=c(""above"", ""below"")"	TRUE
"prediction_gradient_table"	"x=<MISSING>; probs=c(0.025, 0.5, 0.975)"	TRUE
"prediction_interval_width"	"x=<MISSING>"	TRUE
"prediction_pairwise_contrasts"	"x=<MISSING>; rows=NULL; measure=c(""difference"", ""ratio""); max_rows=20L; probs=c(0.025, 0.5, 0.975)"	TRUE
"prediction_profile_table"	"x=<MISSING>"	TRUE
"prediction_rank_probabilities"	"x=<MISSING>; rows=NULL; direction=c(""higher"", ""lower""); max_rows=20L"	TRUE
"prediction_score_uncertainty"	"fit=<MISSING>; newdata=NULL; include_group_effects=FALSE; ndraws=1000L; probs=c(0.025, 0.5, 0.975)"	TRUE
"prediction_score_uncertainty_table"	"x=<MISSING>"	TRUE
"prediction_support_table"	"x=<MISSING>"	TRUE
"prediction_surface_table"	"x=<MISSING>"	TRUE
"prediction_table"	"x=<MISSING>"	TRUE
"prediction_uncertainty_decomposition"	"fit=<MISSING>; newdata=NULL; include_group_effects=FALSE; allow_new_levels=FALSE; ndraws=1000L; seed=1L"	TRUE
"predictive_coverage_table"	"x=<MISSING>; levels=c(0.5, 0.8, 0.9, 0.95)"	TRUE
"predictive_distribution_atlas_table"	"x=<MISSING>"	TRUE
"predictive_quantile_envelope"	"x=<MISSING>; probabilities=seq(0.05, 0.95, by = 0.05); probs=c(0.025, 0.5, 0.975); ndraws=500L; include_group_effects=TRUE; seed=1L"	TRUE
"predictive_residuals"	"fit=<MISSING>; type=NULL; ndraws=1000L"	TRUE
"preflight_model_specification"	"specification=<MISSING>; ...=<MISSING>"	TRUE
"prepare_binocular_pupil_timecourse"	"data=<MISSING>; left_col=""pupil_left""; right_col=""pupil_right""; participant_col=""participant_id""; time_col=""time_ms""; condition_col=""condition""; trial_col=""trial_id""; item_col=NULL; covariates=character()"	FALSE
"prepare_hierarchical_binary_data"	"data=<MISSING>; contract=<MISSING>; outcome_mapping=NULL; condition_levels=NULL; condition_coding=c(-0.5, 0.5); scale_predictors=character(); scale_time=FALSE; missing=c(""error"", ""drop"")"	TRUE
"prepare_hierarchical_duration_data"	"data=<MISSING>; contract=<MISSING>; condition_levels=NULL; condition_coding=c(-0.5, 0.5); scale_predictors=character(); scale_time=FALSE; outcome_multiplier=1; converted_unit=NULL; missing=c(""error"", ""drop"")"	TRUE
"prepare_pupil_timecourse"	"data=<MISSING>; contract=<MISSING>; baseline_operation=c(""none"", ""subtract"", ""divide"", ""proportion_change"", ""percent_change""); baseline_window=NULL; output_unit=NULL; scale_covariates=character(); max_rows=2000000L; irregularity_review_cv=0.1"	TRUE
"prior_posterior_bridge"	"fit=<MISSING>; variables=NULL; regex=""^(b_|sd_|cor_|sigma$)""; ndraws=4000L; probs=c(0.025, 0.5, 0.975); seed=1L"	TRUE
"prior_posterior_distance_table"	"x=<MISSING>"	TRUE
"prior_posterior_draws_long"	"x=<MISSING>; max_draws=1000L; seed=1L"	TRUE
"prior_posterior_summary_table"	"x=<MISSING>"	TRUE
"prior_sensitivity_scenario_table"	"x=<MISSING>"	TRUE
"prior_sensitivity_table"	"x=<MISSING>"	TRUE
"prior_specification_table"	"x=<MISSING>"	TRUE
"publication_registry_table"	"x=<MISSING>"	TRUE
"pupil_advanced_capabilities"	""	FALSE
"pupil_advanced_compatibility_table"	""	FALSE
"pupil_advanced_mapping_table"	"prepared=<MISSING>"	FALSE
"pupil_advanced_specification_table"	"x=<MISSING>"	FALSE
"pupil_autocorrelation_table"	"x=<MISSING>; level=c(""summary"", ""series"")"	FALSE
"pupil_binocular_agreement_table"	"trajectory=<MISSING>; tolerance=0.1"	FALSE
"pupil_binocular_correlation"	"fit=<MISSING>; probability=0.95"	FALSE
"pupil_binocular_difference"	"x=<MISSING>"	FALSE
"pupil_condition_contrast"	"prediction=<MISSING>; contrast=<MISSING>; threshold=0; probability=0.95"	TRUE
"pupil_distribution_table"	"x=<MISSING>"	FALSE
"pupil_dynamic_contrast_table"	"x=<MISSING>"	FALSE
"pupil_gp_hyperparameters"	"fit=<MISSING>; probability=0.95"	FALSE
"pupil_gp_table"	"x=<MISSING>"	FALSE
"pupil_identifiability_table"	"x=<MISSING>"	FALSE
"pupil_measurement_audit_table"	"x=<MISSING>"	TRUE
"pupil_measurement_uncertainty_table"	"x=<MISSING>"	FALSE
"pupil_missingness_table"	"x=<MISSING>"	FALSE
"pupil_model_card"	"x=<MISSING>"	FALSE
"pupil_model_card_table"	"x=<MISSING>"	FALSE
"pupil_model_comparison_table"	"x=<MISSING>"	FALSE
"pupil_model_weights"	"x=<MISSING>; method=c(""stacking"", ""pseudobma""); BB=TRUE"	FALSE
"pupil_ppc_table"	"x=<MISSING>; component=c(""trajectory"", ""distribution"", ""features"", ""residuals"", ""residual_trajectory"", ""autocorrelation"", ""heterogeneity"", ""measurement_context"")"	TRUE
"pupil_readiness_table"	"x=<MISSING>; component=c(""summary"", ""participant"", ""condition"", ""trial"")"	TRUE
"pupil_residual_acf"	"x=<MISSING>; max_lag=10L; ndraws=200L"	TRUE
"pupil_residual_scale_table"	"x=<MISSING>"	FALSE
"pupil_residual_spectrum"	"fit=<MISSING>; ndraws=300L"	FALSE
"pupil_response_parameter_table"	"x=<MISSING>"	FALSE
"pupil_sensitivity_table"	"x=<MISSING>"	TRUE
"pupil_specification_table"	"x=<MISSING>"	TRUE
"pupil_trajectory_derivative_table"	"x=<MISSING>; probability=x$probability"	FALSE
"pupil_trajectory_table"	"x=<MISSING>"	TRUE
"pupil_validation_table"	"x=<MISSING>"	TRUE
"random_intercept_variance_partition"	"fit=<MISSING>; probs=c(0.025, 0.5, 0.975)"	TRUE
"random_intercept_variance_partition_table"	"x=<MISSING>"	TRUE
"random_slope_sensitivity_table"	"x=<MISSING>"	TRUE
"read_analysis_manifest"	"file=<MISSING>"	TRUE
"read_gp3bayes_schema"	"file=<MISSING>"	TRUE
"recovery_estimate_table"	"x=<MISSING>"	TRUE
"recovery_fit_status_table"	"x=<MISSING>"	TRUE
"recovery_parameter_table"	"x=<MISSING>"	TRUE
"register_publication_figure"	"registry=<MISSING>; name=<MISSING>; figure=<MISSING>; caption=NULL; source=NULL"	TRUE
"register_publication_table"	"registry=<MISSING>; name=<MISSING>; table=<MISSING>; caption=NULL; source=NULL"	TRUE
"review_duration_extremes"	"data=<MISSING>; contract=<MISSING>; mad_cutoff=4; iqr_multiplier=3"	TRUE
"run_binary_recovery"	"repetitions=20L; n_participants=30L; trials_per_participant=16L; n_items=12L; include_items=TRUE; random_slope=TRUE; seed=1001L; chains=4L; iter=1500L; warmup=750L; cores=min(chains, .gp3b_default_cores(chains)); adapt_delta=0.95; max_treedepth=12L; refresh=0L; interval_probability=0.95; minimum_repetitions=20L; maximum_standardized_bias=0.25; minimum_coverage=0.8; minimum_diagnostic_pass_fraction=0.8; continue_on_error=TRUE"	TRUE
"run_duration_recovery"	"repetitions=20L; n_participants=30L; trials_per_participant=16L; n_items=12L; include_items=TRUE; random_slope=TRUE; baseline_median=500; outcome_unit=""milliseconds""; seed=2001L; chains=4L; iter=1500L; warmup=750L; cores=min(chains, .gp3b_default_cores(chains)); adapt_delta=0.95; max_treedepth=12L; refresh=0L; interval_probability=0.95; minimum_repetitions=20L; maximum_standardized_bias=0.25; minimum_coverage=0.8; minimum_diagnostic_pass_fraction=0.8; continue_on_error=TRUE"	TRUE
"run_group_deletion_sensitivity"	"plan=<MISSING>; backend=c(""rstan"", ""cmdstanr""); chains=4L; iter=2000L; warmup=1000L; cores=1L; seed=1L; adapt_delta=0.95; max_treedepth=12L; refresh=0L; ndraws=NULL; retain_fits=FALSE"	TRUE
"run_random_slope_sensitivity"	"plan=<MISSING>; backend=c(""rstan"", ""cmdstanr""); chains=4L; iter=2000L; warmup=1000L; cores=1L; seed=1L; adapt_delta=0.95; max_treedepth=12L; refresh=0L; ndraws=NULL; retain_fits=FALSE"	TRUE
"run_sbc_plan"	"plan=<MISSING>; cores_per_fit=1L; keep_fits=FALSE; thin_ranks=NULL; cache_mode=""none""; cache_location=NULL"	TRUE
"run_sensitivity_suite"	"fit=<MISSING>; plan=create_sensitivity_suite_plan(); reference_estimand=NULL; stop_on_error=FALSE"	TRUE
"sampler_diagnostic_table"	"fit=<MISSING>"	TRUE
"save_figure_set"	"x=<MISSING>; directory=<MISSING>; width=7; height=5; dpi=300; device=""png""; overwrite=FALSE"	TRUE
"save_publication_registry_figures"	"x=<MISSING>; directory=<MISSING>; width=7; height=5; dpi=300; device=""png""; overwrite=FALSE"	TRUE
"sbc_overview_table"	"x=<MISSING>"	TRUE
"sbc_stats_table"	"x=<MISSING>"	TRUE
"schema_comparison_table"	"x=<MISSING>"	TRUE
"score_pupil_predictions"	"observed=<MISSING>; draws=<MISSING>; probability=0.9"	FALSE
"sensitivity_suite_table"	"x=<MISSING>"	TRUE
"simulate_advanced_pupil_timecourse"	"n_participants=24L; trials_per_participant=6L; time_points=41L; time_range=c(-500, 2500); conditions=c(""control"", ""treatment""); family=c(""gaussian"", ""student""); residual_scale=0.08; heteroskedastic_strength=0.35; ar=0.45; ma=numeric(); participant_sd=0.12; amplitude_condition=0.22; latency_condition=120; outlier_fraction=0.01; missing_fraction=0.03; measurement_error_sd=0.015; student_df=5; seed=2026"	FALSE
"simulate_binary_pathology"	"scenario=c(""null_contrast"", ""weak_information"", ""severe_imbalance"", ""near_separation"", ""omitted_random_slope"", ""sparse_item_structure"", ""all_zero_participants"", ""rank_deficiency"", ""missing_outcomes""); seed=1L"	TRUE
"simulate_binocular_pupil_timecourse"	"...=<MISSING>; residual_correlation=0.65; eye_bias=0.015; eye_specific_sd=0.035"	FALSE
"simulate_declared_prior_draws"	"x=<MISSING>; variables=NULL; regex=NULL; ndraws=4000L; seed=1L"	TRUE
"simulate_duration_pathology"	"scenario=c(""null_ratio"", ""high_group_heterogeneity"", ""weak_information"", ""severe_imbalance"", ""heavy_tailed_contamination"", ""mixture"", ""censoring"", ""incorrect_unit"", ""zero_duration"", ""negative_duration""); seed=1L"	TRUE
"simulate_hierarchical_binary_data"	"n_participants=40; trials_per_participant=20; n_items=20; intercept=stats::qlogis(0.35); condition_effect=0.8; participant_covariate_effect=0.3; trial_covariate_effect=0.15; interaction_effect=0.25; participant_sd=0.7; item_sd=0.35; random_slope_sd=0.3; random_slope_cor=0; condition_probability=0.5; balanced_condition=TRUE; include_items=TRUE; seed=1"	TRUE
"simulate_hierarchical_duration_data"	"n_participants=40L; trials_per_participant=20L; n_items=20L; baseline_median=500; condition_effect=log(1.15); participant_covariate_effect=log(1.08); trial_covariate_effect=log(1.04); interaction_effect=log(1.05); participant_sd=0.35; item_sd=0.2; random_slope_sd=0.15; random_slope_cor=0; residual_sd=0.4; condition_probability=0.5; balanced_condition=TRUE; include_items=TRUE; outcome_unit=""milliseconds""; seed=1L"	TRUE
"simulate_pupil_response_shape"	"n_participants=20L; trials_per_participant=6L; time_points=41L; conditions=c(""control"", ""treatment""); baseline=3.2; amplitude=0.7; onset=250; rise=180; duration=1200; decay=260; condition_amplitude_ratio=1.2; condition_onset_shift=80; residual_sd=0.08; seed=2026"	FALSE
"simulate_pupil_timecourse"	"n_participants=20L; trials_per_participant=12L; n_items=12L; sampling_frequency=60; time_window=c(-0.5, 2.5); baseline_window=c(-0.5, 0); conditions=c(""control"", ""treatment""); baseline_pupil=4; response_amplitude=0.45; condition_difference=0.18; peak_latency=0.9; participant_sd=0.25; item_sd=0.08; residual_sd=0.08; ar1=0.55; blink_trial_probability=0.15; blink_duration=0.12; include_gaze=TRUE; include_luminance=TRUE; gaze_drift_sd=0.002; luminance_amplitude=0.12; seed=2026; max_rows=500000L"	TRUE
"specify_advanced_pupil_timecourse_model"	"prepared=<MISSING>; temporal_structure=c(""smooth"", ""linear"", ""gaussian_process""); family=c(""gaussian"", ""student""); residual_scale=c(""constant"", ""condition"", ""time"", ""condition_time""); distribution=NULL; smooth_basis_dimension=10L; gp_spec=create_pupil_gp_spec(); condition_trajectory=NULL; autocorrelation=c(""none"", ""ar1"", ""ar2"", ""arma11""); participant_trajectory=c(""none"", ""factor_smooth""); item_effects=NULL; covariates=character(); measurement_model=NULL; missingness_model=NULL; prior_scales=NULL; predictive_target=c(""new_trial_known_participant"", ""new_participant"", ""future_segment"", ""new_sample_known_trial""); allow_high_complexity=FALSE"	FALSE
"specify_binary_model"	"prepared=<MISSING>; baseline=0.5; intercept_scale=1.5; coefficient_scale=0.75; group_sd_scale=1; correlation_eta=2; student_df=3"	TRUE
"specify_binary_model_with_interaction_prior"	"prepared=<MISSING>; baseline=<MISSING>; intercept_scale=1.5; main_effect_scale=0.75; interaction_scale=0.5; group_sd_scale=1; correlation_eta=2; student_df=3"	TRUE
"specify_binocular_pupil_model"	"prepared=<MISSING>; temporal_structure=c(""smooth"", ""linear"", ""gaussian_process""); family=c(""gaussian"", ""student""); smooth_basis_dimension=10L; gp_spec=create_pupil_gp_spec(); residual_correlation=TRUE; item_effects=NULL; prior_scales=NULL; allow_high_complexity=FALSE"	FALSE
"specify_duration_model"	"prepared=<MISSING>; baseline=<MISSING>; intercept_scale=1; coefficient_scale=0.5; group_sd_scale=1; residual_scale=1; correlation_eta=2; student_df=3"	TRUE
"specify_duration_model_with_interaction_prior"	"prepared=<MISSING>; baseline=<MISSING>; intercept_scale=1; main_effect_scale=0.35; interaction_scale=0.25; group_sd_scale=0.5; residual_scale=0.5; correlation_eta=2; student_df=3"	TRUE
"specify_pupil_distribution"	"family=c(""gaussian"", ""student""); residual_scale=c(""constant"", ""condition"", ""time"", ""condition_time"")"	FALSE
"specify_pupil_response_shape_model"	"prepared=<MISSING>; family=c(""gaussian"", ""student""); condition_effects=c(""amplitude"", ""onset"", ""duration""); participant_effects=c(""baseline"", ""amplitude""); covariates=character(); prior_scales=NULL"	FALSE
"specify_pupil_timecourse_model"	"prepared=<MISSING>; temporal_structure=c(""smooth"", ""linear""); smooth_basis_dimension=10L; condition_trajectory=NULL; autocorrelation=c(""ar1"", ""none""); participant_trajectory=c(""none"", ""factor_smooth""); item_effects=NULL; covariates=character(); prior_scales=NULL"	TRUE
"summarise_binary_group_variation"	"data=<MISSING>; contract=<MISSING>; group=c(""participant"", ""item"")"	TRUE
"summarise_binary_posterior"	"fit=<MISSING>; probability=0.95; variables=NULL"	TRUE
"summarise_condition_balance"	"data=<MISSING>; contract=<MISSING>; warning_fraction=0.1; failure_fraction=0.02"	TRUE
"summarise_duration_posterior"	"fit=<MISSING>; probability=0.95; variables=NULL"	TRUE
"summarise_estimand_draws"	"x=<MISSING>; quantities=NULL; probs=c(0.025, 0.5, 0.975)"	TRUE
"summarise_mcmc_quality"	"fit=<MISSING>; ...=<MISSING>"	TRUE
"summarise_model_posterior"	"fit=<MISSING>; ...=<MISSING>"	TRUE
"summarise_pupil_posterior"	"fit=<MISSING>; probability=0.95"	TRUE
"summarise_sbc_result"	"x=<MISSING>"	TRUE
"summarise_sensitivity_suite"	"x=<MISSING>"	TRUE
"theme_gp3bayes"	"base_size=11; base_family="""""	TRUE
"translate_advanced_pupil_model_to_brms"	"specification=<MISSING>"	FALSE
"translate_binary_model_to_brms"	"specification=<MISSING>"	TRUE
"translate_binary_model_with_interaction_prior"	"specification=<MISSING>"	TRUE
"translate_binocular_pupil_model_to_brms"	"specification=<MISSING>"	FALSE
"translate_duration_model_to_brms"	"specification=<MISSING>"	TRUE
"translate_duration_model_with_interaction_prior"	"specification=<MISSING>"	TRUE
"translate_pupil_model_to_brms"	"specification=<MISSING>"	TRUE
"translate_pupil_response_shape_to_brms"	"specification=<MISSING>"	FALSE
"validate_analysis_manifest"	"manifest=<MISSING>; strict=FALSE"	TRUE
"validate_backend_environment"	"backend=c(""rstan"", ""cmdstanr""); compile_test=FALSE; strict=FALSE"	TRUE
"validate_gp3bayes_object"	"x=<MISSING>; recursive=TRUE; strict=FALSE"	TRUE
"validate_gp3bayes_schema"	"x=<MISSING>; schema=<MISSING>; strict=FALSE; compare_lengths=FALSE"	TRUE
"validate_prior_specification"	"priors=<MISSING>; contract=NULL"	TRUE
"validate_publication_registry"	"x=<MISSING>"	TRUE
"validate_pupil_leave_future_out"	"fit=<MISSING>; plan=<MISSING>; execute=FALSE; cores=1L; seed=2026"	FALSE
"validate_pupil_model"	"fit=<MISSING>; plan=<MISSING>; execute=FALSE; ndraws=200L; max_cells=3000000L"	TRUE
"validate_transformation_replay"	"prepared=<MISSING>; tolerance=1e-10"	TRUE
"variance_component_table"	"fit=<MISSING>; probs=c(0.025, 0.5, 0.975)"	TRUE
"write_analysis_bundle_report"	"x=<MISSING>; file=<MISSING>"	TRUE
"write_diagnostic_dashboard_report"	"x=<MISSING>; file=<MISSING>; overwrite=FALSE"	TRUE
"write_model_card"	"x=<MISSING>; file=<MISSING>; overwrite=FALSE"	TRUE
"write_publication_registry"	"x=<MISSING>; file=<MISSING>; overwrite=FALSE"	TRUE
"write_reproducibility_report"	"manifest=<MISSING>; file=<MISSING>; overwrite=FALSE"	TRUE
